sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
nature_human_speech_1270,data/corpus/nature/human/nature_human_speech_1270.wav,nature,human,speech,speech;clean;read,6.35,22050,LibriSpeech,3536-23268-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1271,data/corpus/nature/human/nature_human_speech_1271.wav,nature,human,speech,speech;clean;read,5.015,22050,LibriSpeech,3536-23268-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1272,data/corpus/nature/human/nature_human_speech_1272.wav,nature,human,speech,speech;clean;read,8.825,22050,LibriSpeech,3536-23268-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1273,data/corpus/nature/human/nature_human_speech_1273.wav,nature,human,speech,speech;clean;read,10.315,22050,LibriSpeech,3536-23268-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1274,data/corpus/nature/human/nature_human_speech_1274.wav,nature,human,speech,speech;clean;read,8.345,22050,LibriSpeech,3536-23268-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1275,data/corpus/nature/human/nature_human_speech_1275.wav,nature,human,speech,speech;clean;read,7.455,22050,LibriSpeech,3536-23268-0029.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1276,data/corpus/nature/human/nature_human_speech_1276.wav,nature,human,speech,speech;clean;read,8.475,22050,LibriSpeech,3536-23268-0030.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-23268
nature_human_speech_1277,data/corpus/nature/human/nature_human_speech_1277.wav,nature,human,speech,speech;clean;read,10.755,22050,LibriSpeech,3536-8226-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1278,data/corpus/nature/human/nature_human_speech_1278.wav,nature,human,speech,speech;clean;read,8.915,22050,LibriSpeech,3536-8226-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1279,data/corpus/nature/human/nature_human_speech_1279.wav,nature,human,speech,speech;clean;read,9.45,22050,LibriSpeech,3536-8226-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1280,data/corpus/nature/human/nature_human_speech_1280.wav,nature,human,speech,speech;clean;read,7.94,22050,LibriSpeech,3536-8226-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1281,data/corpus/nature/human/nature_human_speech_1281.wav,nature,human,speech,speech;clean;read,14.625,22050,LibriSpeech,3536-8226-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1282,data/corpus/nature/human/nature_human_speech_1282.wav,nature,human,speech,speech;clean;read,12.115,22050,LibriSpeech,3536-8226-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1283,data/corpus/nature/human/nature_human_speech_1283.wav,nature,human,speech,speech;clean;read,8.795,22050,LibriSpeech,3536-8226-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1284,data/corpus/nature/human/nature_human_speech_1284.wav,nature,human,speech,speech;clean;read,2.335,22050,LibriSpeech,3536-8226-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1285,data/corpus/nature/human/nature_human_speech_1285.wav,nature,human,speech,speech;clean;read,5.01,22050,LibriSpeech,3536-8226-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1286,data/corpus/nature/human/nature_human_speech_1286.wav,nature,human,speech,speech;clean;read,2.005,22050,LibriSpeech,3536-8226-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1287,data/corpus/nature/human/nature_human_speech_1287.wav,nature,human,speech,speech;clean;read,9.5,22050,LibriSpeech,3536-8226-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1288,data/corpus/nature/human/nature_human_speech_1288.wav,nature,human,speech,speech;clean;read,8.735,22050,LibriSpeech,3536-8226-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1289,data/corpus/nature/human/nature_human_speech_1289.wav,nature,human,speech,speech;clean;read,3.785,22050,LibriSpeech,3536-8226-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1290,data/corpus/nature/human/nature_human_speech_1290.wav,nature,human,speech,speech;clean;read,2.87,22050,LibriSpeech,3536-8226-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1291,data/corpus/nature/human/nature_human_speech_1291.wav,nature,human,speech,speech;clean;read,2.27,22050,LibriSpeech,3536-8226-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1292,data/corpus/nature/human/nature_human_speech_1292.wav,nature,human,speech,speech;clean;read,11.15,22050,LibriSpeech,3536-8226-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1293,data/corpus/nature/human/nature_human_speech_1293.wav,nature,human,speech,speech;clean;read,4.74,22050,LibriSpeech,3536-8226-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1294,data/corpus/nature/human/nature_human_speech_1294.wav,nature,human,speech,speech;clean;read,3.255,22050,LibriSpeech,3536-8226-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1295,data/corpus/nature/human/nature_human_speech_1295.wav,nature,human,speech,speech;clean;read,9.385,22050,LibriSpeech,3536-8226-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1296,data/corpus/nature/human/nature_human_speech_1296.wav,nature,human,speech,speech;clean;read,5.33,22050,LibriSpeech,3536-8226-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1297,data/corpus/nature/human/nature_human_speech_1297.wav,nature,human,speech,speech;clean;read,6.615,22050,LibriSpeech,3536-8226-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1298,data/corpus/nature/human/nature_human_speech_1298.wav,nature,human,speech,speech;clean;read,4.985,22050,LibriSpeech,3536-8226-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1299,data/corpus/nature/human/nature_human_speech_1299.wav,nature,human,speech,speech;clean;read,9.1,22050,LibriSpeech,3536-8226-0022.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1300,data/corpus/nature/human/nature_human_speech_1300.wav,nature,human,speech,speech;clean;read,11.395,22050,LibriSpeech,3536-8226-0023.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1301,data/corpus/nature/human/nature_human_speech_1301.wav,nature,human,speech,speech;clean;read,6.425,22050,LibriSpeech,3536-8226-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1302,data/corpus/nature/human/nature_human_speech_1302.wav,nature,human,speech,speech;clean;read,3.83,22050,LibriSpeech,3536-8226-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1303,data/corpus/nature/human/nature_human_speech_1303.wav,nature,human,speech,speech;clean;read,9.7,22050,LibriSpeech,3536-8226-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1304,data/corpus/nature/human/nature_human_speech_1304.wav,nature,human,speech,speech;clean;read,2.27,22050,LibriSpeech,3536-8226-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1305,data/corpus/nature/human/nature_human_speech_1305.wav,nature,human,speech,speech;clean;read,3.265,22050,LibriSpeech,3536-8226-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1306,data/corpus/nature/human/nature_human_speech_1306.wav,nature,human,speech,speech;clean;read,3.355,22050,LibriSpeech,3536-8226-0029.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1307,data/corpus/nature/human/nature_human_speech_1307.wav,nature,human,speech,speech;clean;read,4.05,22050,LibriSpeech,3536-8226-0030.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1308,data/corpus/nature/human/nature_human_speech_1308.wav,nature,human,speech,speech;clean;read,3.25,22050,LibriSpeech,3536-8226-0031.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1309,data/corpus/nature/human/nature_human_speech_1309.wav,nature,human,speech,speech;clean;read,4.16,22050,LibriSpeech,3536-8226-0032.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3536-8226
nature_human_speech_1310,data/corpus/nature/human/nature_human_speech_1310.wav,nature,human,speech,speech;clean;read,14.14,22050,LibriSpeech,3576-138058-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1311,data/corpus/nature/human/nature_human_speech_1311.wav,nature,human,speech,speech;clean;read,10.78,22050,LibriSpeech,3576-138058-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1312,data/corpus/nature/human/nature_human_speech_1312.wav,nature,human,speech,speech;clean;read,22.33,22050,LibriSpeech,3576-138058-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1313,data/corpus/nature/human/nature_human_speech_1313.wav,nature,human,speech,speech;clean;read,2.51,22050,LibriSpeech,3576-138058-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1314,data/corpus/nature/human/nature_human_speech_1314.wav,nature,human,speech,speech;clean;read,16.56,22050,LibriSpeech,3576-138058-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1315,data/corpus/nature/human/nature_human_speech_1315.wav,nature,human,speech,speech;clean;read,16.655,22050,LibriSpeech,3576-138058-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1316,data/corpus/nature/human/nature_human_speech_1316.wav,nature,human,speech,speech;clean;read,3.945,22050,LibriSpeech,3576-138058-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1317,data/corpus/nature/human/nature_human_speech_1317.wav,nature,human,speech,speech;clean;read,3.55,22050,LibriSpeech,3576-138058-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1318,data/corpus/nature/human/nature_human_speech_1318.wav,nature,human,speech,speech;clean;read,3.86,22050,LibriSpeech,3576-138058-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1319,data/corpus/nature/human/nature_human_speech_1319.wav,nature,human,speech,speech;clean;read,14.485,22050,LibriSpeech,3576-138058-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1320,data/corpus/nature/human/nature_human_speech_1320.wav,nature,human,speech,speech;clean;read,15.735,22050,LibriSpeech,3576-138058-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1321,data/corpus/nature/human/nature_human_speech_1321.wav,nature,human,speech,speech;clean;read,11.28,22050,LibriSpeech,3576-138058-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1322,data/corpus/nature/human/nature_human_speech_1322.wav,nature,human,speech,speech;clean;read,5.48,22050,LibriSpeech,3576-138058-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1323,data/corpus/nature/human/nature_human_speech_1323.wav,nature,human,speech,speech;clean;read,4.715,22050,LibriSpeech,3576-138058-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1324,data/corpus/nature/human/nature_human_speech_1324.wav,nature,human,speech,speech;clean;read,18.13,22050,LibriSpeech,3576-138058-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1325,data/corpus/nature/human/nature_human_speech_1325.wav,nature,human,speech,speech;clean;read,9.185,22050,LibriSpeech,3576-138058-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1326,data/corpus/nature/human/nature_human_speech_1326.wav,nature,human,speech,speech;clean;read,11.94,22050,LibriSpeech,3576-138058-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1327,data/corpus/nature/human/nature_human_speech_1327.wav,nature,human,speech,speech;clean;read,17.325,22050,LibriSpeech,3576-138058-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1328,data/corpus/nature/human/nature_human_speech_1328.wav,nature,human,speech,speech;clean;read,7.32,22050,LibriSpeech,3576-138058-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1329,data/corpus/nature/human/nature_human_speech_1329.wav,nature,human,speech,speech;clean;read,9.935,22050,LibriSpeech,3576-138058-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1330,data/corpus/nature/human/nature_human_speech_1330.wav,nature,human,speech,speech;clean;read,24.52,22050,LibriSpeech,3576-138058-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1331,data/corpus/nature/human/nature_human_speech_1331.wav,nature,human,speech,speech;clean;read,6.18,22050,LibriSpeech,3576-138058-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1332,data/corpus/nature/human/nature_human_speech_1332.wav,nature,human,speech,speech;clean;read,26.9,22050,LibriSpeech,3576-138058-0022.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1333,data/corpus/nature/human/nature_human_speech_1333.wav,nature,human,speech,speech;clean;read,11.07,22050,LibriSpeech,3576-138058-0023.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1334,data/corpus/nature/human/nature_human_speech_1334.wav,nature,human,speech,speech;clean;read,22.99,22050,LibriSpeech,3576-138058-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1335,data/corpus/nature/human/nature_human_speech_1335.wav,nature,human,speech,speech;clean;read,7.525,22050,LibriSpeech,3576-138058-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1336,data/corpus/nature/human/nature_human_speech_1336.wav,nature,human,speech,speech;clean;read,8.13,22050,LibriSpeech,3576-138058-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1337,data/corpus/nature/human/nature_human_speech_1337.wav,nature,human,speech,speech;clean;read,10.395,22050,LibriSpeech,3576-138058-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1338,data/corpus/nature/human/nature_human_speech_1338.wav,nature,human,speech,speech;clean;read,10.46,22050,LibriSpeech,3576-138058-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1339,data/corpus/nature/human/nature_human_speech_1339.wav,nature,human,speech,speech;clean;read,10.06,22050,LibriSpeech,3576-138058-0029.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1340,data/corpus/nature/human/nature_human_speech_1340.wav,nature,human,speech,speech;clean;read,6.905,22050,LibriSpeech,3576-138058-0030.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1341,data/corpus/nature/human/nature_human_speech_1341.wav,nature,human,speech,speech;clean;read,2.815,22050,LibriSpeech,3576-138058-0031.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1342,data/corpus/nature/human/nature_human_speech_1342.wav,nature,human,speech,speech;clean;read,5.585,22050,LibriSpeech,3576-138058-0032.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1343,data/corpus/nature/human/nature_human_speech_1343.wav,nature,human,speech,speech;clean;read,17.78,22050,LibriSpeech,3576-138058-0033.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1344,data/corpus/nature/human/nature_human_speech_1344.wav,nature,human,speech,speech;clean;read,8.065,22050,LibriSpeech,3576-138058-0034.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1345,data/corpus/nature/human/nature_human_speech_1345.wav,nature,human,speech,speech;clean;read,20.725,22050,LibriSpeech,3576-138058-0035.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1346,data/corpus/nature/human/nature_human_speech_1346.wav,nature,human,speech,speech;clean;read,19.29,22050,LibriSpeech,3576-138058-0036.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1347,data/corpus/nature/human/nature_human_speech_1347.wav,nature,human,speech,speech;clean;read,10.36,22050,LibriSpeech,3576-138058-0037.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1348,data/corpus/nature/human/nature_human_speech_1348.wav,nature,human,speech,speech;clean;read,9.65,22050,LibriSpeech,3576-138058-0038.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1349,data/corpus/nature/human/nature_human_speech_1349.wav,nature,human,speech,speech;clean;read,14.15,22050,LibriSpeech,3576-138058-0039.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1350,data/corpus/nature/human/nature_human_speech_1350.wav,nature,human,speech,speech;clean;read,6.69,22050,LibriSpeech,3576-138058-0040.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3576-138058
nature_human_speech_1351,data/corpus/nature/human/nature_human_speech_1351.wav,nature,human,speech,speech;clean;read,8.83,22050,LibriSpeech,3752-4943-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1352,data/corpus/nature/human/nature_human_speech_1352.wav,nature,human,speech,speech;clean;read,11.08,22050,LibriSpeech,3752-4943-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1353,data/corpus/nature/human/nature_human_speech_1353.wav,nature,human,speech,speech;clean;read,7.21,22050,LibriSpeech,3752-4943-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1354,data/corpus/nature/human/nature_human_speech_1354.wav,nature,human,speech,speech;clean;read,6.25,22050,LibriSpeech,3752-4943-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1355,data/corpus/nature/human/nature_human_speech_1355.wav,nature,human,speech,speech;clean;read,14.01,22050,LibriSpeech,3752-4943-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1356,data/corpus/nature/human/nature_human_speech_1356.wav,nature,human,speech,speech;clean;read,3.105,22050,LibriSpeech,3752-4943-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1357,data/corpus/nature/human/nature_human_speech_1357.wav,nature,human,speech,speech;clean;read,2.655,22050,LibriSpeech,3752-4943-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1358,data/corpus/nature/human/nature_human_speech_1358.wav,nature,human,speech,speech;clean;read,10.0,22050,LibriSpeech,3752-4943-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1359,data/corpus/nature/human/nature_human_speech_1359.wav,nature,human,speech,speech;clean;read,3.76,22050,LibriSpeech,3752-4943-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1360,data/corpus/nature/human/nature_human_speech_1360.wav,nature,human,speech,speech;clean;read,3.595,22050,LibriSpeech,3752-4943-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1361,data/corpus/nature/human/nature_human_speech_1361.wav,nature,human,speech,speech;clean;read,5.08,22050,LibriSpeech,3752-4943-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1362,data/corpus/nature/human/nature_human_speech_1362.wav,nature,human,speech,speech;clean;read,6.97,22050,LibriSpeech,3752-4943-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1363,data/corpus/nature/human/nature_human_speech_1363.wav,nature,human,speech,speech;clean;read,3.4,22050,LibriSpeech,3752-4943-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1364,data/corpus/nature/human/nature_human_speech_1364.wav,nature,human,speech,speech;clean;read,5.535,22050,LibriSpeech,3752-4943-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1365,data/corpus/nature/human/nature_human_speech_1365.wav,nature,human,speech,speech;clean;read,2.99,22050,LibriSpeech,3752-4943-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1366,data/corpus/nature/human/nature_human_speech_1366.wav,nature,human,speech,speech;clean;read,2.96,22050,LibriSpeech,3752-4943-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1367,data/corpus/nature/human/nature_human_speech_1367.wav,nature,human,speech,speech;clean;read,2.485,22050,LibriSpeech,3752-4943-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1368,data/corpus/nature/human/nature_human_speech_1368.wav,nature,human,speech,speech;clean;read,2.275,22050,LibriSpeech,3752-4943-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1369,data/corpus/nature/human/nature_human_speech_1369.wav,nature,human,speech,speech;clean;read,5.265,22050,LibriSpeech,3752-4943-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1370,data/corpus/nature/human/nature_human_speech_1370.wav,nature,human,speech,speech;clean;read,2.495,22050,LibriSpeech,3752-4943-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1371,data/corpus/nature/human/nature_human_speech_1371.wav,nature,human,speech,speech;clean;read,4.875,22050,LibriSpeech,3752-4943-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1372,data/corpus/nature/human/nature_human_speech_1372.wav,nature,human,speech,speech;clean;read,4.515,22050,LibriSpeech,3752-4943-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1373,data/corpus/nature/human/nature_human_speech_1373.wav,nature,human,speech,speech;clean;read,5.195,22050,LibriSpeech,3752-4943-0022.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1374,data/corpus/nature/human/nature_human_speech_1374.wav,nature,human,speech,speech;clean;read,3.055,22050,LibriSpeech,3752-4943-0023.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1375,data/corpus/nature/human/nature_human_speech_1375.wav,nature,human,speech,speech;clean;read,5.655,22050,LibriSpeech,3752-4943-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1376,data/corpus/nature/human/nature_human_speech_1376.wav,nature,human,speech,speech;clean;read,5.245,22050,LibriSpeech,3752-4943-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1377,data/corpus/nature/human/nature_human_speech_1377.wav,nature,human,speech,speech;clean;read,4.05,22050,LibriSpeech,3752-4943-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1378,data/corpus/nature/human/nature_human_speech_1378.wav,nature,human,speech,speech;clean;read,2.805,22050,LibriSpeech,3752-4943-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1379,data/corpus/nature/human/nature_human_speech_1379.wav,nature,human,speech,speech;clean;read,3.76,22050,LibriSpeech,3752-4943-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1380,data/corpus/nature/human/nature_human_speech_1380.wav,nature,human,speech,speech;clean;read,3.835,22050,LibriSpeech,3752-4943-0029.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1381,data/corpus/nature/human/nature_human_speech_1381.wav,nature,human,speech,speech;clean;read,2.395,22050,LibriSpeech,3752-4943-0030.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4943
nature_human_speech_1382,data/corpus/nature/human/nature_human_speech_1382.wav,nature,human,speech,speech;clean;read,3.335,22050,LibriSpeech,3752-4944-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1383,data/corpus/nature/human/nature_human_speech_1383.wav,nature,human,speech,speech;clean;read,4.415,22050,LibriSpeech,3752-4944-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1384,data/corpus/nature/human/nature_human_speech_1384.wav,nature,human,speech,speech;clean;read,3.225,22050,LibriSpeech,3752-4944-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1385,data/corpus/nature/human/nature_human_speech_1385.wav,nature,human,speech,speech;clean;read,2.76,22050,LibriSpeech,3752-4944-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1386,data/corpus/nature/human/nature_human_speech_1386.wav,nature,human,speech,speech;clean;read,2.425,22050,LibriSpeech,3752-4944-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1387,data/corpus/nature/human/nature_human_speech_1387.wav,nature,human,speech,speech;clean;read,2.42,22050,LibriSpeech,3752-4944-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1388,data/corpus/nature/human/nature_human_speech_1388.wav,nature,human,speech,speech;clean;read,3.885,22050,LibriSpeech,3752-4944-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1389,data/corpus/nature/human/nature_human_speech_1389.wav,nature,human,speech,speech;clean;read,2.8,22050,LibriSpeech,3752-4944-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1390,data/corpus/nature/human/nature_human_speech_1390.wav,nature,human,speech,speech;clean;read,1.94,22050,LibriSpeech,3752-4944-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1391,data/corpus/nature/human/nature_human_speech_1391.wav,nature,human,speech,speech;clean;read,2.61,22050,LibriSpeech,3752-4944-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1392,data/corpus/nature/human/nature_human_speech_1392.wav,nature,human,speech,speech;clean;read,3.6,22050,LibriSpeech,3752-4944-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1393,data/corpus/nature/human/nature_human_speech_1393.wav,nature,human,speech,speech;clean;read,3.395,22050,LibriSpeech,3752-4944-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
nature_human_speech_1394,data/corpus/nature/human/nature_human_speech_1394.wav,nature,human,speech,speech;clean;read,5.545,22050,LibriSpeech,3752-4944-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 3752-4944
