sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
urban_impact_crack_0041,data/corpus/urban/impact/urban_impact_crack_0041.wav,urban,impact,crack,Crack;Wood,3.276,22050,FSD50K,367025.wav,CC-BY,,,,crack from FSD50K (Crack)
nature_human_breathing_0057,data/corpus/nature/human/nature_human_breathing_0057.wav,nature,human,breathing,Breathing;Respiratory_sounds,7.827,22050,FSD50K,367036.wav,CC-BY,,,,breathing from FSD50K (Breathing)
urban_machine_hammer_0043,data/corpus/urban/machine/urban_machine_hammer_0043.wav,urban,machine,hammer,Hammer;Tools,16.44,22050,FSD50K,367039.wav,CC-BY,,,,hammer from FSD50K (Hammer)
urban_impact_squeak_0139,data/corpus/urban/impact/urban_impact_squeak_0139.wav,urban,impact,squeak,Squeak;Door;Domestic_sounds_and_home_sounds,3.384,22050,FSD50K,367052.wav,CC-BY,,,,squeak from FSD50K (Squeak)
music_electronic_music_0002,data/corpus/music/electronic/music_electronic_music_0002.wav,music,electronic,music,Keys_jangling;Music;Domestic_sounds_and_home_sounds,7.52,22050,FSD50K,367066.wav,CC-BY,,,,music from FSD50K (Music)
nature_human_speech_female_0116,data/corpus/nature/human/nature_human_speech_female_0116.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Computer_keyboard;Cough;Speech;Human_voice;Respiratory_sounds;Typing;Domestic_sounds_and_home_sounds,8.039,22050,FSD50K,367078.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
music_electronic_music_0003,data/corpus/music/electronic/music_electronic_music_0003.wav,music,electronic,music,Tearing;Music,10.716,22050,FSD50K,367079.wav,CC-BY,,,,music from FSD50K (Music)
nature_human_speech_male_0328,data/corpus/nature/human/nature_human_speech_male_0328.wav,nature,human,speech_male,Male_speech_and_man_speaking;Zipper_(clothing);Speech;Human_voice;Domestic_sounds_and_home_sounds,7.007,22050,FSD50K,367081.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_gasp_0025,data/corpus/nature/human/nature_human_gasp_0025.wav,nature,human,gasp,Gasp;Laughter;Human_voice;Breathing;Respiratory_sounds,4.751,22050,FSD50K,367097.wav,CC-BY,,,,gasp from FSD50K (Gasp)
nature_human_laughing_0081,data/corpus/nature/human/nature_human_laughing_0081.wav,nature,human,laughing,Laughter;Human_voice,6.929,22050,FSD50K,367099.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_water_water_0035,data/corpus/nature/water/nature_water_water_0035.wav,nature,water,water,Hiss;Water,2.215,22050,FSD50K,367125.wav,CC-BY,,,,water from FSD50K (Water)
nature_human_speech_male_0329,data/corpus/nature/human/nature_human_speech_male_0329.wav,nature,human,speech_male,Male_speech_and_man_speaking;Speech;Human_voice,14.373,22050,FSD50K,367142.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_water_water_0036,data/corpus/nature/water/nature_water_water_0036.wav,nature,water,water,Hiss;Water,16.871,22050,FSD50K,367165.wav,CC-BY,,,,water from FSD50K (Water)
urban_human_typing_0055,data/corpus/urban/human/urban_human_typing_0055.wav,urban,human,typing,Computer_keyboard;Typing;Domestic_sounds_and_home_sounds,7.927,22050,FSD50K,367177.wav,CC-BY,,,,typing from FSD50K (Typing)
urban_human_footsteps_0090,data/corpus/urban/human/urban_human_footsteps_0090.wav,urban,human,footsteps,Walk_and_footsteps;Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,5.253,22050,FSD50K,367178.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
urban_impact_drawer_0028,data/corpus/urban/impact/urban_impact_drawer_0028.wav,urban,impact,drawer,Drawer_open_or_close;Domestic_sounds_and_home_sounds,7.5,22050,FSD50K,367179.wav,CC-BY,,,,drawer from FSD50K (Drawer_open_or_close)
urban_domestic_zipper_0056,data/corpus/urban/domestic/urban_domestic_zipper_0056.wav,urban,domestic,zipper,Zipper_(clothing);Domestic_sounds_and_home_sounds,2.8,22050,FSD50K,367181.wav,CC-BY,,,,zipper from FSD50K (Zipper_(clothing))
nature_texture_whoosh_0058,data/corpus/nature/texture/nature_texture_whoosh_0058.wav,nature,texture,whoosh,Whoosh_and_swoosh_and_swish,0.697,22050,FSD50K,367182.wav,CC-BY,,,,whoosh from FSD50K (Whoosh_and_swoosh_and_swish)
nature_human_screaming_0073,data/corpus/nature/human/nature_human_screaming_0073.wav,nature,human,screaming,Screaming;Human_voice,1.251,22050,FSD50K,367307.wav,CC-BY,,,,screaming from FSD50K (Screaming)
urban_machine_revving_0052,data/corpus/urban/machine/urban_machine_revving_0052.wav,urban,machine,revving,Race_car_and_auto_racing;Accelerating_and_revving_and_vroom;Car;Motor_vehicle_(road);Vehicle;Engine,5.536,22050,FSD50K,367434.wav,CC-BY,,,,revving from FSD50K (Accelerating_and_revving_and_vroom)
urban_alarm_alarm_0143,data/corpus/urban/alarm/urban_alarm_alarm_0143.wav,urban,alarm,alarm,Alarm;Train;Rail_transport;Vehicle,1.608,22050,FSD50K,367437.wav,CC-BY,,,,alarm from FSD50K (Alarm)
urban_transport_train_0030,data/corpus/urban/transport/urban_transport_train_0030.wav,urban,transport,train,Train;Rail_transport;Vehicle,4.961,22050,FSD50K,367438.wav,CC-BY,,,,train from FSD50K (Train)
urban_machine_revving_0053,data/corpus/urban/machine/urban_machine_revving_0053.wav,urban,machine,revving,Accelerating_and_revving_and_vroom;Car;Motor_vehicle_(road);Vehicle;Engine,4.608,22050,FSD50K,367439.wav,CC-BY,,,,revving from FSD50K (Accelerating_and_revving_and_vroom)
nature_human_chatter_0155,data/corpus/nature/human/nature_human_chatter_0155.wav,nature,human,chatter,Chatter;Child_speech_and_kid_speaking;Train;Bird_vocalization_and_bird_call_and_bird_song;Rail_transport;Vehicle;Human_group_actions;Bird;Wild_animals;Animal;Speech;Human_voice,29.275,22050,FSD50K,367441.wav,CC-BY,,,,chatter from FSD50K (Chatter)
urban_alarm_alarm_0144,data/corpus/urban/alarm/urban_alarm_alarm_0144.wav,urban,alarm,alarm,Telephone;Alarm,16.118,22050,FSD50K,367447.wav,CC-BY,,,,alarm from FSD50K (Alarm)
urban_impact_shatter_0053,data/corpus/urban/impact/urban_impact_shatter_0053.wav,urban,impact,shatter,Shatter;Thump_and_thud;Glass,4.467,22050,FSD50K,367448.wav,CC-BY,,,,shatter from FSD50K (Shatter)
music_percussion_snare_drum_0055,data/corpus/music/percussion/music_percussion_snare_drum_0055.wav,music,percussion,snare_drum,Keyboard_(musical);Snare_drum;Musical_instrument;Music;Drum;Percussion,2.0,22050,FSD50K,36761.wav,CC-BY,,,,snare_drum from FSD50K (Snare_drum)
urban_alarm_chime_0038,data/corpus/urban/alarm/urban_alarm_chime_0038.wav,urban,alarm,chime,Wind_chime;Chime;Bell,23.834,22050,FSD50K,367669.wav,CC-BY,,,,chime from FSD50K (Chime)
music_percussion_snare_drum_0056,data/corpus/music/percussion/music_percussion_snare_drum_0056.wav,music,percussion,snare_drum,Keyboard_(musical);Snare_drum;Musical_instrument;Music;Drum;Percussion,2.0,22050,FSD50K,36770.wav,CC-BY,,,,snare_drum from FSD50K (Snare_drum)
music_percussion_hihat_0087,data/corpus/music/percussion/music_percussion_hihat_0087.wav,music,percussion,hihat,Hi-hat;Snare_drum;Drum;Percussion;Musical_instrument;Music;Cymbal,2.0,22050,FSD50K,36774.wav,CC-BY,,,,hihat from FSD50K (Hi-hat)
nature_human_speech_female_0117,data/corpus/nature/human/nature_human_speech_female_0117.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Bicycle_bell;Speech;Human_voice;Bicycle;Vehicle;Alarm;Bell,29.136,22050,FSD50K,367744.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
nature_water_stream_0055,data/corpus/nature/water/nature_water_stream_0055.wav,nature,water,stream,Stream;Water,15.284,22050,FSD50K,367808.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_weather_wind_0042,data/corpus/nature/weather/nature_weather_wind_0042.wav,nature,weather,wind,Wind;Train;Rail_transport;Vehicle,19.066,22050,FSD50K,367811.wav,CC-BY,,,,wind from FSD50K (Wind)
nature_water_stream_0056,data/corpus/nature/water/nature_water_stream_0056.wav,nature,water,stream,Stream;Water,15.16,22050,FSD50K,367812.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_human_speech_male_0330,data/corpus/nature/human/nature_human_speech_male_0330.wav,nature,human,speech_male,Male_speech_and_man_speaking;Crack;Hands;Speech;Human_voice,16.447,22050,FSD50K,367819.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0331,data/corpus/nature/human/nature_human_speech_male_0331.wav,nature,human,speech_male,Male_speech_and_man_speaking;Crack;Hands;Speech;Human_voice,16.393,22050,FSD50K,367823.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0332,data/corpus/nature/human/nature_human_speech_male_0332.wav,nature,human,speech_male,Male_speech_and_man_speaking;Chirp_and_tweet;Tearing;Speech;Human_voice;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,13.016,22050,FSD50K,367824.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0333,data/corpus/nature/human/nature_human_speech_male_0333.wav,nature,human,speech_male,Male_speech_and_man_speaking;Crack;Chirp_and_tweet;Wood;Speech;Human_voice;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,19.5,22050,FSD50K,367826.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0334,data/corpus/nature/human/nature_human_speech_male_0334.wav,nature,human,speech_male,Male_speech_and_man_speaking;Finger_snapping;Speech;Human_voice;Hands,15.5,22050,FSD50K,367836.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_animal_insect_0088,data/corpus/nature/animal/nature_animal_insect_0088.wav,nature,animal,insect,Buzz;Engine;Domestic_sounds_and_home_sounds;Insect;Wild_animals;Animal,14.498,22050,FSD50K,367999.wav,CC-BY,,,,insect from FSD50K (Buzz)
nature_animal_mammal_0088,data/corpus/nature/animal/nature_animal_mammal_0088.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,1.058,22050,FSD50K,368006.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_mammal_0089,data/corpus/nature/animal/nature_animal_mammal_0089.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,0.942,22050,FSD50K,368007.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_mammal_0090,data/corpus/nature/animal/nature_animal_mammal_0090.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,0.712,22050,FSD50K,368009.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_mammal_0091,data/corpus/nature/animal/nature_animal_mammal_0091.wav,nature,animal,mammal,Purr;Growling;Cat;Domestic_animals_and_pets;Animal,0.827,22050,FSD50K,368011.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_mammal_0092,data/corpus/nature/animal/nature_animal_mammal_0092.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,0.942,22050,FSD50K,368013.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_fire_crackle_0063,data/corpus/nature/fire/nature_fire_crackle_0063.wav,nature,fire,crackle,Crackle;Fire,1.404,22050,FSD50K,368014.wav,CC-BY,,,,crackle from FSD50K (Crackle)
music_string_plucked_electric_guitar_0116,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0116.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,4.978,22050,FSD50K,368089.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
urban_impact_squeak_0140,data/corpus/urban/impact/urban_impact_squeak_0140.wav,urban,impact,squeak,Squeak;Slam;Wood;Door;Domestic_sounds_and_home_sounds,4.131,22050,FSD50K,368094.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_human_typing_0056,data/corpus/urban/human/urban_human_typing_0056.wav,urban,human,typing,Computer_keyboard;Typing;Domestic_sounds_and_home_sounds,3.901,22050,FSD50K,368097.wav,CC-BY,,,,typing from FSD50K (Typing)
music_string_plucked_electric_guitar_0117,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0117.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.179,22050,FSD50K,368144.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
music_electronic_instrument_0220,data/corpus/music/electronic/music_electronic_instrument_0220.wav,music,electronic,instrument,Harp;Keyboard_(musical);Musical_instrument;Music,16.0,22050,FSD50K,368148.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0221,data/corpus/music/electronic/music_electronic_instrument_0221.wav,music,electronic,instrument,Harp;Keyboard_(musical);Musical_instrument;Music,16.0,22050,FSD50K,368149.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_human_speech_male_0335,data/corpus/nature/human/nature_human_speech_male_0335.wav,nature,human,speech_male,Male_speech_and_man_speaking;Speech;Human_voice,9.217,22050,FSD50K,368174.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
urban_impact_squeak_0141,data/corpus/urban/impact/urban_impact_squeak_0141.wav,urban,impact,squeak,Squeak;Screech;Mechanisms;Bicycle;Vehicle,15.209,22050,FSD50K,368176.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_impact_crushing_0042,data/corpus/urban/impact/urban_impact_crushing_0042.wav,urban,impact,crushing,Crushing,3.901,22050,FSD50K,368258.wav,CC-BY,,,,crushing from FSD50K (Crushing)
urban_impact_gunshot_0070,data/corpus/urban/impact/urban_impact_gunshot_0070.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.075,22050,FSD50K,368269.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0071,data/corpus/urban/impact/urban_impact_gunshot_0071.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,2.579,22050,FSD50K,368270.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
music_string_plucked_electric_guitar_0118,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0118.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,4.683,22050,FSD50K,368313.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
nature_human_speech_male_0336,data/corpus/nature/human/nature_human_speech_male_0336.wav,nature,human,speech_male,Male_speech_and_man_speaking;Gunshot_and_gunfire;Shout;Speech;Human_voice;Explosion,15.209,22050,FSD50K,368456.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
music_electronic_instrument_0222,data/corpus/music/electronic/music_electronic_instrument_0222.wav,music,electronic,instrument,Accordion;Musical_instrument;Music,7.16,22050,FSD50K,368497.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_animal_insect_0089,data/corpus/nature/animal/nature_animal_insect_0089.wav,nature,animal,insect,Insect;Wild_animals;Animal,7.745,22050,FSD50K,368540.wav,CC-BY,,,,insect from FSD50K (Insect)
music_brass_trumpet_0027,data/corpus/music/brass/music_brass_trumpet_0027.wav,music,brass,trumpet,Trumpet;Hi-hat;Bass_drum;Cowbell;Keyboard_(musical);Brass_instrument;Snare_drum;Musical_instrument;Music;Drum;Percussion;Cymbal;Bell,22.324,22050,FSD50K,368610.wav,CC-BY,,,,trumpet from FSD50K (Trumpet)
urban_impact_crack_0042,data/corpus/urban/impact/urban_impact_crack_0042.wav,urban,impact,crack,Crack;Wood,6.489,22050,FSD50K,368621.wav,CC-BY,,,,crack from FSD50K (Crack)
nature_fire_crackle_0064,data/corpus/nature/fire/nature_fire_crackle_0064.wav,nature,fire,crackle,Crackle;Fire,8.0,22050,FSD50K,368684.wav,CC-BY,,,,crackle from FSD50K (Crackle)
urban_impact_door_0016,data/corpus/urban/impact/urban_impact_door_0016.wav,urban,impact,door,Sliding_door;Mechanisms;Door;Domestic_sounds_and_home_sounds,2.878,22050,FSD50K,368737.wav,CC-BY,,,,door from FSD50K (Door)
urban_impact_door_0017,data/corpus/urban/impact/urban_impact_door_0017.wav,urban,impact,door,Sliding_door;Mechanisms;Door;Domestic_sounds_and_home_sounds,5.842,22050,FSD50K,368738.wav,CC-BY,,,,door from FSD50K (Door)
nature_human_laughing_0082,data/corpus/nature/human/nature_human_laughing_0082.wav,nature,human,laughing,Laughter;Human_voice,9.548,22050,FSD50K,368798.wav,CC-BY,,,,laughing from FSD50K (Laughter)
urban_alarm_church_bell_0027,data/corpus/urban/alarm/urban_alarm_church_bell_0027.wav,urban,alarm,church_bell,Church_bell;Bell,26.721,22050,FSD50K,369036.wav,CC-BY,,,,church_bell from FSD50K (Church_bell)
urban_impact_shatter_0054,data/corpus/urban/impact/urban_impact_shatter_0054.wav,urban,impact,shatter,Shatter;Glass,2.066,22050,FSD50K,369070.wav,CC-BY,,,,shatter from FSD50K (Shatter)
urban_impact_squeak_0142,data/corpus/urban/impact/urban_impact_squeak_0142.wav,urban,impact,squeak,Squeak;Screech,22.351,22050,FSD50K,369191.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_transport_bus_0017,data/corpus/urban/transport/urban_transport_bus_0017.wav,urban,transport,bus,Bus;Accelerating_and_revving_and_vroom;Motor_vehicle_(road);Vehicle;Engine,18.0,22050,FSD50K,369194.wav,CC-BY,,,,bus from FSD50K (Bus)
urban_alarm_siren_0011,data/corpus/urban/alarm/urban_alarm_siren_0011.wav,urban,alarm,siren,Siren;Alarm,3.924,22050,FSD50K,369202.wav,CC-BY,,,,siren from FSD50K (Siren)
urban_alarm_alarm_0145,data/corpus/urban/alarm/urban_alarm_alarm_0145.wav,urban,alarm,alarm,Ringtone;Alarm;Telephone,7.053,22050,FSD50K,369250.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_animal_bird_0196,data/corpus/nature/animal/nature_animal_bird_0196.wav,nature,animal,bird,Chirp_and_tweet;Engine;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,30.0,22050,FSD50K,36928.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
urban_human_writing_0053,data/corpus/urban/human/urban_human_writing_0053.wav,urban,human,writing,Writing;Domestic_sounds_and_home_sounds,21.682,22050,FSD50K,369280.wav,CC-BY,,,,writing from FSD50K (Writing)
music_woodwind_harmonica_0048,data/corpus/music/woodwind/music_woodwind_harmonica_0048.wav,music,woodwind,harmonica,Harmonica;Musical_instrument;Music,7.14,22050,FSD50K,369292.wav,CC-BY,,,,harmonica from FSD50K (Harmonica)
nature_human_sigh_0016,data/corpus/nature/human/nature_human_sigh_0016.wav,nature,human,sigh,Fill_(with_liquid);Sigh;Glass;Liquid;Human_voice,13.212,22050,FSD50K,369293.wav,CC-BY,,,,sigh from FSD50K (Sigh)
nature_human_coughing_0030,data/corpus/nature/human/nature_human_coughing_0030.wav,nature,human,coughing,Cough;Respiratory_sounds,10.855,22050,FSD50K,369295.wav,CC-BY,,,,coughing from FSD50K (Cough)
nature_human_sneezing_0033,data/corpus/nature/human/nature_human_sneezing_0033.wav,nature,human,sneezing,Sneeze;Human_voice;Respiratory_sounds,9.799,22050,FSD50K,369297.wav,CC-BY,,,,sneezing from FSD50K (Sneeze)
nature_human_voice_0042,data/corpus/nature/human/nature_human_voice_0042.wav,nature,human,voice,Human_voice;Respiratory_sounds,27.167,22050,FSD50K,369298.wav,CC-BY,,,,voice from FSD50K (Human_voice)
music_string_bowed_bowed_strings_0101,data/corpus/music/string_bowed/music_string_bowed_bowed_strings_0101.wav,music,string_bowed,bowed_strings,Bowed_string_instrument;Musical_instrument;Music,19.562,22050,FSD50K,369357.wav,CC-BY,,,,bowed_strings from FSD50K (Bowed_string_instrument)
music_string_bowed_bowed_strings_0102,data/corpus/music/string_bowed/music_string_bowed_bowed_strings_0102.wav,music,string_bowed,bowed_strings,Bowed_string_instrument;Musical_instrument;Music,2.334,22050,FSD50K,369358.wav,CC-BY,,,,bowed_strings from FSD50K (Bowed_string_instrument)
nature_human_chatter_0156,data/corpus/nature/human/nature_human_chatter_0156.wav,nature,human,chatter,Chatter;Crowd;Cheering;Clapping;Human_group_actions;Hands,27.746,22050,FSD50K,369419.wav,CC-BY,,,,chatter from FSD50K (Chatter)
nature_water_stream_0057,data/corpus/nature/water/nature_water_stream_0057.wav,nature,water,stream,Stream;Human_voice;Water,17.0,22050,FSD50K,369557.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_human_fart_0064,data/corpus/nature/human/nature_human_fart_0064.wav,nature,human,fart,Fart,2.728,22050,FSD50K,36956.wav,CC-BY,,,,fart from FSD50K (Fart)
nature_human_fart_0065,data/corpus/nature/human/nature_human_fart_0065.wav,nature,human,fart,Fart,0.859,22050,FSD50K,36957.wav,CC-BY,,,,fart from FSD50K (Fart)
nature_human_fart_0066,data/corpus/nature/human/nature_human_fart_0066.wav,nature,human,fart,Fart,2.473,22050,FSD50K,36958.wav,CC-BY,,,,fart from FSD50K (Fart)
nature_human_fart_0067,data/corpus/nature/human/nature_human_fart_0067.wav,nature,human,fart,Fart,7.523,22050,FSD50K,36960.wav,CC-BY,,,,fart from FSD50K (Fart)
urban_impact_slam_0084,data/corpus/urban/impact/urban_impact_slam_0084.wav,urban,impact,slam,Slam;Door;Domestic_sounds_and_home_sounds,1.331,22050,FSD50K,369619.wav,CC-BY,,,,slam from FSD50K (Slam)
urban_impact_rattle_0084,data/corpus/urban/impact/urban_impact_rattle_0084.wav,urban,impact,rattle,Rattle;Slam;Door;Domestic_sounds_and_home_sounds,1.145,22050,FSD50K,369621.wav,CC-BY,,,,rattle from FSD50K (Rattle)
nature_water_water_0037,data/corpus/nature/water/nature_water_water_0037.wav,nature,water,water,Water,27.0,22050,FSD50K,369632.wav,CC-BY,,,,water from FSD50K (Water)
nature_fire_crackle_0065,data/corpus/nature/fire/nature_fire_crackle_0065.wav,nature,fire,crackle,Crackle;Fire,18.405,22050,FSD50K,369658.wav,CC-BY,,,,crackle from FSD50K (Crackle)
music_electronic_instrument_0223,data/corpus/music/electronic/music_electronic_instrument_0223.wav,music,electronic,instrument,Scratching_(performance_technique);Musical_instrument;Music,20.36,22050,FSD50K,369673.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_string_plucked_guitar_0082,data/corpus/music/string_plucked/music_string_plucked_guitar_0082.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,10.325,22050,FSD50K,369676.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0083,data/corpus/music/string_plucked/music_string_plucked_guitar_0083.wav,music,string_plucked,guitar,Acoustic_guitar;Strum;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.195,22050,FSD50K,369681.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_electronic_instrument_0224,data/corpus/music/electronic/music_electronic_instrument_0224.wav,music,electronic,instrument,Musical_instrument;Music,11.034,22050,FSD50K,369686.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
urban_impact_coin_0074,data/corpus/urban/impact/urban_impact_coin_0074.wav,urban,impact,coin,Coin_(dropping);Dishes_and_pots_and_pans;Domestic_sounds_and_home_sounds,0.888,22050,FSD50K,369701.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
urban_impact_coin_0075,data/corpus/urban/impact/urban_impact_coin_0075.wav,urban,impact,coin,Coin_(dropping);Dishes_and_pots_and_pans;Domestic_sounds_and_home_sounds,0.925,22050,FSD50K,369702.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
urban_impact_coin_0076,data/corpus/urban/impact/urban_impact_coin_0076.wav,urban,impact,coin,Coin_(dropping);Dishes_and_pots_and_pans;Domestic_sounds_and_home_sounds,0.88,22050,FSD50K,369707.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
urban_impact_knock_0054,data/corpus/urban/impact/urban_impact_knock_0054.wav,urban,impact,knock,Knock;Wood;Door;Domestic_sounds_and_home_sounds,0.93,22050,FSD50K,369710.wav,CC-BY,,,,knock from FSD50K (Knock)
nature_human_whisper_0021,data/corpus/nature/human/nature_human_whisper_0021.wav,nature,human,whisper,Whispering;Human_voice,17.508,22050,FSD50K,369904.wav,CC-BY,,,,whisper from FSD50K (Whispering)
nature_human_coughing_0031,data/corpus/nature/human/nature_human_coughing_0031.wav,nature,human,coughing,Cough;Respiratory_sounds,2.624,22050,FSD50K,369905.wav,CC-BY,,,,coughing from FSD50K (Cough)
nature_human_speech_male_0337,data/corpus/nature/human/nature_human_speech_male_0337.wav,nature,human,speech_male,Male_speech_and_man_speaking;Speech;Human_voice,3.154,22050,FSD50K,369908.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
music_brass_trumpet_0028,data/corpus/music/brass/music_brass_trumpet_0028.wav,music,brass,trumpet,Trumpet;Brass_instrument;Musical_instrument;Music,1.825,22050,FSD50K,369912.wav,CC-BY,,,,trumpet from FSD50K (Trumpet)
nature_human_speech_male_0338,data/corpus/nature/human/nature_human_speech_male_0338.wav,nature,human,speech_male,Male_speech_and_man_speaking;Whispering;Speech;Human_voice,1.399,22050,FSD50K,369913.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0339,data/corpus/nature/human/nature_human_speech_male_0339.wav,nature,human,speech_male,Male_speech_and_man_speaking;Squeak;Female_speech_and_woman_speaking;Chatter;Subway_and_metro_and_underground;Hiss;Speech;Human_voice;Human_group_actions;Rail_transport;Vehicle,28.807,22050,FSD50K,369961.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
urban_impact_thud_0038,data/corpus/urban/impact/urban_impact_thud_0038.wav,urban,impact,thud,Chink_and_clink;Thump_and_thud;Glass,27.109,22050,FSD50K,369981.wav,CC-BY,,,,thud from FSD50K (Thump_and_thud)
urban_impact_thud_0039,data/corpus/urban/impact/urban_impact_thud_0039.wav,urban,impact,thud,Thump_and_thud,4.141,22050,FSD50K,369988.wav,CC-BY,,,,thud from FSD50K (Thump_and_thud)
nature_weather_rain_0081,data/corpus/nature/weather/nature_weather_rain_0081.wav,nature,weather,rain,Raindrop;Drip;Rain;Water;Liquid,13.5,22050,FSD50K,369989.wav,CC-BY,,,,rain from FSD50K (Raindrop)
nature_human_screaming_0074,data/corpus/nature/human/nature_human_screaming_0074.wav,nature,human,screaming,Screaming;Human_voice,5.201,22050,FSD50K,370136.wav,CC-BY,,,,screaming from FSD50K (Screaming)
urban_machine_fan_0037,data/corpus/urban/machine/urban_machine_fan_0037.wav,urban,machine,fan,Mechanical_fan;Mechanisms,1.383,22050,FSD50K,370162.wav,CC-BY,,,,fan from FSD50K (Mechanical_fan)
urban_impact_gunshot_0072,data/corpus/urban/impact/urban_impact_gunshot_0072.wav,urban,impact,gunshot,Gunshot_and_gunfire;Boom;Explosion,2.933,22050,FSD50K,370219.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0073,data/corpus/urban/impact/urban_impact_gunshot_0073.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.375,22050,FSD50K,370220.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
